Ride_ID,Booking_DateTime,Date,Time,Hour,Day_of_Week,Month,Time_Period,Is_Weekend,City,Distance_KM,Duration_Min,Ride_Type,Base_Fare,Surge_Multiplier,Total_Fare,Fare_Per_KM,Speed_KMH,Distance_Category,Fare_Category,Status,Payment_Method,Rating,Driver_ID,Customer_ID
RIDE100748,2024-06-08 23:05:00,2024-06-08,23:05:00,23,Saturday,June,Late Night,Weekend,Delhi,6.55,19.7,Auto,25,1.2100000000000002,87.76,13.4,19.95,Medium (5-15 km),Medium (₹50-150),Completed,Card,4.0,DR4436,CUST55523
RIDE100749,2024-01-20 20:52:00,2024-01-20,20:52:00,20,Saturday,January,Night,Weekend,Chennai,17.23,29.6,Auto,25,1.4300000000000002,190.69,11.07,34.93,Long (15-30 km),High (₹150-300),Completed,UPI,4.0,DR5116,CUST91915
RIDE100750,2024-05-11 14:42:00,2024-05-11,14:42:00,14,Saturday,May,Afternoon,Weekend,Bangalore,7.28,27.3,Mini,40,1.2,141.91,19.49,16.0,Medium (5-15 km),Medium (₹50-150),Completed,Wallet,5.0,DR4489,CUST96613
RIDE100751,2024-04-29 08:59:00,2024-04-29,08:59:00,8,Monday,April,Morning Peak,Weekday,Kolkata,13.79,28.0,Auto,25,2.0,229.9,16.67,29.55,Medium (5-15 km),High (₹150-300),Completed,UPI,4.0,DR3420,CUST41506
RIDE100752,2024-02-08 23:43:00,2024-02-08,23:43:00,23,Thursday,February,Late Night,Weekday,Chennai,6.4,24.4,Premium,150,1.1,372.9,58.27,15.74,Medium (5-15 km),Premium (₹300+),Completed,Card,2.0,DR4335,CUST64059
RIDE100753,2024-03-09 09:41:00,2024-03-09,09:41:00,9,Saturday,March,Morning Peak,Weekend,Bangalore,13.49,31.8,SUV,100,2.4,878.28,65.11,25.45,Medium (5-15 km),Premium (₹300+),Completed,Cash,3.0,DR1453,CUST42189
RIDE100754,2024-03-20 14:31:00,2024-03-20,14:31:00,14,Wednesday,March,Afternoon,Weekday,Kolkata,10.03,17.4,Premium,150,1.0,394.1,39.29,34.59,Medium (5-15 km),Premium (₹300+),Completed,Cash,3.0,DR3235,CUST13819
RIDE100755,2024-03-07 08:42:00,2024-03-07,08:42:00,8,Thursday,March,Morning Peak,Weekday,Bangalore,5.87,19.9,Bike,15,1.0,0.0,0.0,17.7,Medium (5-15 km),Low (≤₹50),No Driver Available,,,DR8960,CUST12609
RIDE100756,2024-01-15 02:20:00,2024-01-15,02:20:00,2,Monday,January,Late Night,Weekday,Chennai,8.88,30.7,Mini,40,1.1,50.0,5.63,17.36,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR2479,CUST62021
RIDE100757,2024-02-05 07:07:00,2024-02-05,07:07:00,7,Monday,February,Early Morning,Weekday,Delhi,14.06,39.1,Auto,25,1.0,124.62,8.86,21.58,Medium (5-15 km),Medium (₹50-150),Completed,UPI,5.0,DR9605,CUST43004
RIDE100758,2024-05-07 02:15:00,2024-05-07,02:15:00,2,Tuesday,May,Late Night,Weekday,Delhi,12.93,40.5,SUV,100,1.1,50.0,3.87,19.16,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR7388,CUST40924
RIDE100759,2024-04-18 06:09:00,2024-04-18,06:09:00,6,Thursday,April,Early Morning,Weekday,Delhi,17.13,29.9,Sedan,60,1.0,276.15,16.12,34.37,Long (15-30 km),High (₹150-300),Completed,UPI,4.0,DR1916,CUST74272
RIDE100760,2024-05-16 11:44:00,2024-05-16,11:44:00,11,Thursday,May,Morning Peak,Weekday,Delhi,14.69,35.7,SUV,100,1.0,391.75,26.67,24.69,Medium (5-15 km),Premium (₹300+),Completed,UPI,4.0,DR5550,CUST28993
RIDE100761,2024-04-02 15:45:00,2024-04-02,15:45:00,15,Tuesday,April,Afternoon,Weekday,Pune,11.64,23.5,SUV,100,1.0,321.6,27.63,29.72,Medium (5-15 km),Premium (₹300+),Completed,Wallet,5.0,DR1895,CUST98027
RIDE100762,2024-03-02 08:35:00,2024-03-02,08:35:00,8,Saturday,March,Morning Peak,Weekend,Kolkata,16.2,28.5,SUV,100,2.4,960.0,59.26,34.11,Long (15-30 km),Premium (₹300+),Completed,Card,3.0,DR4872,CUST67986
RIDE100763,2024-04-09 00:58:00,2024-04-09,00:58:00,0,Tuesday,April,Late Night,Weekday,Kolkata,10.9,21.9,SUV,100,1.1,338.03,31.01,29.86,Medium (5-15 km),Premium (₹300+),Completed,Card,4.0,DR4446,CUST31001
RIDE100764,2024-04-22 20:20:00,2024-04-22,20:20:00,20,Monday,April,Night,Weekday,Kolkata,11.61,27.8,Mini,40,1.3,25.0,2.15,25.06,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR8718,CUST64127
RIDE100765,2024-03-26 22:27:00,2024-03-26,22:27:00,22,Tuesday,March,Night,Weekday,Delhi,10.13,19.4,Sedan,60,1.2,228.48,22.55,31.33,Medium (5-15 km),High (₹150-300),Completed,Cash,4.0,DR9973,CUST52830
RIDE100766,2024-04-26 22:01:00,2024-04-26,22:01:00,22,Friday,April,Night,Weekday,Mumbai,12.12,23.7,Bike,15,1.2,75.85,6.26,30.68,Medium (5-15 km),Medium (₹50-150),Completed,UPI,5.0,DR1050,CUST62515
RIDE100767,2024-02-21 20:19:00,2024-02-21,20:19:00,20,Wednesday,February,Night,Weekday,Pune,13.6,31.4,Auto,25,1.0,116.55,8.57,25.99,Medium (5-15 km),Medium (₹50-150),Completed,Cash,5.0,DR3131,CUST87858
RIDE100768,2024-06-24 13:50:00,2024-06-24,13:50:00,13,Monday,June,Afternoon,Weekday,Pune,4.1,16.9,Premium,150,1.0,274.25,66.89,14.56,Short (0-5 km),High (₹150-300),Completed,Card,4.0,DR6367,CUST46935
RIDE100769,2024-02-20 02:26:00,2024-02-20,02:26:00,2,Tuesday,February,Late Night,Weekday,Pune,8.42,15.1,Sedan,60,1.1,50.0,5.94,33.46,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR4677,CUST12717
RIDE100770,2024-01-06 17:41:00,2024-01-06,17:41:00,17,Saturday,January,Evening Peak,Weekend,Hyderabad,6.06,8.5,Mini,40,1.5,136.38,22.5,42.78,Medium (5-15 km),Medium (₹50-150),Completed,Wallet,2.0,DR8027,CUST88694
RIDE100771,2024-03-07 04:05:00,2024-03-07,04:05:00,4,Thursday,March,Late Night,Weekday,Pune,18.76,45.8,Sedan,60,1.2,379.56,20.23,24.58,Long (15-30 km),Premium (₹300+),Completed,Card,4.0,DR8433,CUST98291
RIDE100772,2024-05-06 03:14:00,2024-05-06,03:14:00,3,Monday,May,Late Night,Weekday,Hyderabad,10.57,32.8,Sedan,60,1.1,236.39,22.36,19.34,Medium (5-15 km),High (₹150-300),Completed,UPI,3.0,DR4385,CUST88654
RIDE100773,2024-02-25 09:46:00,2024-02-25,09:46:00,9,Sunday,February,Morning Peak,Weekend,Hyderabad,12.59,22.3,Premium,150,1.32,0.0,0.0,33.87,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR5754,CUST44314
RIDE100774,2024-03-01 19:28:00,2024-03-01,19:28:00,19,Friday,March,Evening Peak,Weekday,Hyderabad,8.96,14.3,SUV,100,1.8,473.4,52.83,37.59,Medium (5-15 km),Premium (₹300+),Completed,UPI,1.0,DR3182,CUST52368
RIDE100775,2024-06-26 12:43:00,2024-06-26,12:43:00,12,Wednesday,June,Afternoon,Weekday,Hyderabad,15.28,26.4,Bike,15,1.0,74.04,4.85,34.73,Long (15-30 km),Medium (₹50-150),Completed,UPI,5.0,DR2196,CUST22488
RIDE100776,2024-05-22 01:03:00,2024-05-22,01:03:00,1,Wednesday,May,Late Night,Weekday,Pune,13.37,26.4,Sedan,60,1.1,0.0,0.0,30.39,Medium (5-15 km),Low (≤₹50),No Driver Available,,,DR1745,CUST10702
RIDE100777,2024-03-05 16:39:00,2024-03-05,16:39:00,16,Tuesday,March,Afternoon,Weekday,Kolkata,15.2,43.1,SUV,100,1.0,0.0,0.0,21.16,Long (15-30 km),Low (≤₹50),No Driver Available,,,DR7076,CUST27332
RIDE100778,2024-05-23 01:37:00,2024-05-23,01:37:00,1,Thursday,May,Late Night,Weekday,Bangalore,9.19,21.4,SUV,100,1.0,280.65,30.54,25.77,Medium (5-15 km),High (₹150-300),Completed,Wallet,5.0,DR3161,CUST21750
RIDE100779,2024-03-22 22:33:00,2024-03-22,22:33:00,22,Friday,March,Night,Weekday,Kolkata,2.83,15.3,Sedan,60,1.1,122.38,43.24,11.1,Short (0-5 km),Medium (₹50-150),Completed,Cash,3.0,DR5603,CUST57263
RIDE100780,2024-04-20 09:57:00,2024-04-20,09:57:00,9,Saturday,April,Morning Peak,Weekend,Chennai,8.75,29.4,Auto,25,1.56,141.65,16.19,17.86,Medium (5-15 km),Medium (₹50-150),Completed,Wallet,4.0,DR9049,CUST29826
RIDE100781,2024-05-22 21:40:00,2024-05-22,21:40:00,21,Wednesday,May,Night,Weekday,Ahmedabad,11.11,34.1,Mini,40,1.0,151.87,13.67,19.55,Medium (5-15 km),High (₹150-300),Completed,Cash,3.0,DR8704,CUST44108
RIDE100782,2024-02-11 22:29:00,2024-02-11,22:29:00,22,Sunday,February,Night,Weekend,Kolkata,4.11,9.7,Mini,40,1.1,86.32,21.0,25.42,Short (0-5 km),Medium (₹50-150),Completed,Wallet,5.0,DR8499,CUST74616
RIDE100783,2024-01-29 23:55:00,2024-01-29,23:55:00,23,Monday,January,Late Night,Weekday,Bangalore,15.7,45.7,Mini,40,1.1,215.16,13.7,20.61,Long (15-30 km),High (₹150-300),Completed,Wallet,3.0,DR3757,CUST76681
RIDE100784,2024-03-10 18:57:00,2024-03-10,18:57:00,18,Sunday,March,Evening Peak,Weekend,Hyderabad,1.68,14.5,Auto,25,1.2,53.13,31.63,6.95,Short (0-5 km),Medium (₹50-150),Completed,Cash,5.0,DR5033,CUST75288
RIDE100785,2024-06-22 03:56:00,2024-06-22,03:56:00,3,Saturday,June,Late Night,Weekend,Pune,4.7,24.2,Mini,40,1.32,0.0,0.0,11.65,Short (0-5 km),Low (≤₹50),No Driver Available,,,DR2998,CUST61664
RIDE100786,2024-04-05 18:59:00,2024-04-05,18:59:00,18,Friday,April,Evening Peak,Weekday,Delhi,14.19,25.8,SUV,100,1.2,437.34,30.82,33.0,Medium (5-15 km),Premium (₹300+),Completed,UPI,5.0,DR8861,CUST69513
RIDE100787,2024-06-09 08:38:00,2024-06-09,08:38:00,8,Sunday,June,Morning Peak,Weekend,Mumbai,7.07,15.3,SUV,100,1.2,283.98,40.17,27.73,Medium (5-15 km),High (₹150-300),Completed,UPI,5.0,DR3118,CUST37704
RIDE100788,2024-01-13 20:18:00,2024-01-13,20:18:00,20,Saturday,January,Night,Weekend,Pune,10.17,23.7,Mini,40,2.0,269.78,26.53,25.75,Medium (5-15 km),High (₹150-300),Completed,UPI,3.0,DR5180,CUST33332
RIDE100789,2024-03-02 12:05:00,2024-03-02,12:05:00,12,Saturday,March,Afternoon,Weekend,Mumbai,18.68,34.4,Sedan,60,1.0,298.4,15.97,32.58,Long (15-30 km),High (₹150-300),Completed,UPI,5.0,DR3525,CUST25807
RIDE100790,2024-03-17 15:51:00,2024-03-17,15:51:00,15,Sunday,March,Afternoon,Weekend,Kolkata,17.08,33.8,Bike,15,1.1,0.0,0.0,30.32,Long (15-30 km),Low (≤₹50),No Driver Available,,,DR3151,CUST57060
RIDE100791,2024-06-19 03:53:00,2024-06-19,03:53:00,3,Wednesday,June,Late Night,Weekday,Pune,26.21,52.0,Auto,25,1.0,195.05,7.44,30.24,Long (15-30 km),High (₹150-300),Completed,Wallet,4.0,DR7931,CUST21825
RIDE100792,2024-04-18 11:39:00,2024-04-18,11:39:00,11,Thursday,April,Morning Peak,Weekday,Bangalore,21.85,39.5,Premium,150,1.0,685.75,31.38,33.19,Long (15-30 km),Premium (₹300+),Completed,Cash,4.0,DR8594,CUST98662
RIDE100793,2024-02-27 20:43:00,2024-02-27,20:43:00,20,Tuesday,February,Night,Weekday,Bangalore,12.82,20.9,Premium,150,1.8,825.57,64.4,36.8,Medium (5-15 km),Premium (₹300+),Completed,UPI,4.0,DR8165,CUST20378
RIDE100794,2024-05-02 09:09:00,2024-05-02,09:09:00,9,Thursday,May,Morning Peak,Weekday,Bangalore,17.73,38.4,Bike,15,1.3,50.0,2.82,27.7,Long (15-30 km),Low (≤₹50),Cancelled,,,DR8007,CUST48729
RIDE100795,2024-05-25 01:35:00,2024-05-25,01:35:00,1,Saturday,May,Late Night,Weekend,Delhi,15.94,32.3,Mini,40,1.2,220.66,13.84,29.61,Long (15-30 km),High (₹150-300),Completed,UPI,4.0,DR5151,CUST56590
RIDE100796,2024-03-06 18:05:00,2024-03-06,18:05:00,18,Wednesday,March,Evening Peak,Weekday,Mumbai,10.66,24.8,Mini,40,2.0,278.84,26.16,25.79,Medium (5-15 km),High (₹150-300),Completed,Cash,3.0,DR7438,CUST15932
RIDE100797,2024-01-22 13:56:00,2024-01-22,13:56:00,13,Monday,January,Afternoon,Weekday,Chennai,18.65,48.6,SUV,100,1.0,476.95,25.57,23.02,Long (15-30 km),Premium (₹300+),Completed,UPI,5.0,DR5342,CUST54739
RIDE100798,2024-02-17 06:11:00,2024-02-17,06:11:00,6,Saturday,February,Early Morning,Weekend,Delhi,11.94,36.3,Bike,15,1.2,82.76,6.93,19.74,Medium (5-15 km),Medium (₹50-150),Completed,UPI,4.0,DR1293,CUST10766
RIDE100799,2024-04-11 03:00:00,2024-04-11,03:00:00,3,Thursday,April,Late Night,Weekday,Bangalore,15.27,35.4,Bike,15,1.1,86.36,5.66,25.88,Long (15-30 km),Medium (₹50-150),Completed,UPI,5.0,DR8974,CUST49688
RIDE100800,2024-06-07 19:23:00,2024-06-07,19:23:00,19,Friday,June,Evening Peak,Weekday,Kolkata,4.47,7.2,SUV,100,1.0,181.45,40.59,37.25,Short (0-5 km),High (₹150-300),Completed,Cash,3.0,DR1260,CUST34670
RIDE100801,2024-01-07 06:30:00,2024-01-07,06:30:00,6,Sunday,January,Early Morning,Weekend,Bangalore,15.06,28.1,Bike,15,1.0,74.23,4.93,32.16,Long (15-30 km),Medium (₹50-150),Completed,UPI,5.0,DR4127,CUST21284
RIDE100802,2024-03-18 14:09:00,2024-03-18,14:09:00,14,Monday,March,Afternoon,Weekday,Ahmedabad,7.73,11.6,Premium,150,1.0,333.6,43.16,39.98,Medium (5-15 km),Premium (₹300+),Completed,Cash,3.0,DR8295,CUST73576
RIDE100803,2024-04-30 00:55:00,2024-04-30,00:55:00,0,Tuesday,April,Late Night,Weekday,Ahmedabad,15.35,38.5,Auto,25,1.0,130.62,8.51,23.92,Long (15-30 km),Medium (₹50-150),Completed,UPI,5.0,DR1834,CUST53758
RIDE100804,2024-01-03 03:40:00,2024-01-03,03:40:00,3,Wednesday,January,Late Night,Weekday,Kolkata,19.24,38.1,Premium,150,1.1,693.06,36.02,30.3,Long (15-30 km),Premium (₹300+),Completed,UPI,5.0,DR5764,CUST14851
RIDE100805,2024-05-04 12:31:00,2024-05-04,12:31:00,12,Saturday,May,Afternoon,Weekend,Ahmedabad,14.23,36.9,Sedan,60,1.2,309.18,21.73,23.14,Medium (5-15 km),Premium (₹300+),Completed,Cash,5.0,DR2040,CUST45107
RIDE100806,2024-06-14 13:56:00,2024-06-14,13:56:00,13,Friday,June,Afternoon,Weekday,Ahmedabad,16.65,35.5,Mini,40,1.0,192.05,11.53,28.14,Long (15-30 km),High (₹150-300),Completed,Wallet,4.0,DR8147,CUST12727
RIDE100807,2024-02-11 09:46:00,2024-02-11,09:46:00,9,Sunday,February,Morning Peak,Weekend,Hyderabad,20.7,39.5,Premium,150,1.4300000000000002,947.73,45.78,31.44,Long (15-30 km),Premium (₹300+),Completed,Cash,5.0,DR6556,CUST88918
RIDE100808,2024-06-17 14:08:00,2024-06-17,14:08:00,14,Monday,June,Afternoon,Weekday,Chennai,8.27,23.1,Bike,15,1.0,51.36,6.21,21.48,Medium (5-15 km),Medium (₹50-150),Completed,Wallet,5.0,DR6902,CUST71908
RIDE100809,2024-02-11 19:13:00,2024-02-11,19:13:00,19,Sunday,February,Evening Peak,Weekend,Chennai,11.48,26.2,Bike,15,2.0,125.08,10.9,26.29,Medium (5-15 km),Medium (₹50-150),Completed,Cash,3.0,DR9063,CUST23225
RIDE100810,2024-04-16 15:19:00,2024-04-16,15:19:00,15,Tuesday,April,Afternoon,Weekday,Hyderabad,11.94,22.9,Sedan,60,1.0,213.75,17.9,31.28,Medium (5-15 km),High (₹150-300),Completed,Wallet,4.0,DR5273,CUST56798
RIDE100811,2024-06-22 05:11:00,2024-06-22,05:11:00,5,Saturday,June,Early Morning,Weekend,Mumbai,3.85,18.3,Mini,40,1.2100000000000002,103.15,26.79,12.62,Short (0-5 km),Medium (₹50-150),Completed,Cash,5.0,DR8968,CUST43793
RIDE100812,2024-03-28 11:49:00,2024-03-28,11:49:00,11,Thursday,March,Morning Peak,Weekday,Mumbai,1.67,18.2,Auto,25,1.0,47.0,28.14,5.51,Short (0-5 km),Low (≤₹50),Completed,Cash,5.0,DR9444,CUST89205
RIDE100813,2024-06-20 03:45:00,2024-06-20,03:45:00,3,Thursday,June,Late Night,Weekday,Mumbai,10.51,33.3,Premium,150,1.1,0.0,0.0,18.94,Medium (5-15 km),Low (≤₹50),No Driver Available,,,DR2817,CUST23879
RIDE100814,2024-06-05 19:50:00,2024-06-05,19:50:00,19,Wednesday,June,Evening Peak,Weekday,Delhi,22.94,57.8,Auto,25,1.0,183.05,7.98,23.81,Long (15-30 km),High (₹150-300),Completed,Cash,3.0,DR4365,CUST57400
RIDE100815,2024-02-10 23:18:00,2024-02-10,23:18:00,23,Saturday,February,Late Night,Weekend,Ahmedabad,6.21,21.1,Auto,25,1.32,0.0,0.0,17.66,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR6959,CUST53857
RIDE100816,2024-02-05 03:54:00,2024-02-05,03:54:00,3,Monday,February,Late Night,Weekday,Hyderabad,10.05,19.6,Premium,150,1.1,440.0,43.78,30.77,Medium (5-15 km),Premium (₹300+),Completed,Cash,5.0,DR8760,CUST54737
RIDE100817,2024-03-14 16:10:00,2024-03-14,16:10:00,16,Thursday,March,Afternoon,Weekday,Delhi,11.5,22.4,SUV,100,1.0,317.3,27.59,30.8,Medium (5-15 km),Premium (₹300+),Completed,Card,4.0,DR5021,CUST29871
RIDE100818,2024-05-15 13:50:00,2024-05-15,13:50:00,13,Wednesday,May,Afternoon,Weekday,Hyderabad,20.03,36.0,Sedan,60,1.0,25.0,1.25,33.38,Long (15-30 km),Low (≤₹50),Cancelled,,,DR7706,CUST70129
RIDE100819,2024-05-12 21:23:00,2024-05-12,21:23:00,21,Sunday,May,Night,Weekend,Mumbai,14.22,30.1,Premium,150,1.0,509.65,35.84,28.35,Medium (5-15 km),Premium (₹300+),Completed,Card,4.0,DR2140,CUST21112
RIDE100820,2024-03-27 10:25:00,2024-03-27,10:25:00,10,Wednesday,March,Morning Peak,Weekday,Bangalore,10.11,15.8,Premium,150,1.0,391.7,38.74,38.39,Medium (5-15 km),Premium (₹300+),Completed,Cash,5.0,DR3473,CUST85308
RIDE100821,2024-01-15 20:45:00,2024-01-15,20:45:00,20,Monday,January,Night,Weekday,Chennai,5.89,12.7,Premium,150,1.5,50.0,8.49,27.83,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR5986,CUST51116
RIDE100822,2024-03-29 00:52:00,2024-03-29,00:52:00,0,Friday,March,Late Night,Weekday,Chennai,13.72,34.0,Auto,25,1.2,0.0,0.0,24.21,Medium (5-15 km),Low (≤₹50),No Driver Available,,,DR7618,CUST68482
RIDE100823,2024-06-13 06:56:00,2024-06-13,06:56:00,6,Thursday,June,Early Morning,Weekday,Ahmedabad,14.27,35.6,Bike,15,1.0,75.61,5.3,24.05,Medium (5-15 km),Medium (₹50-150),Completed,Card,5.0,DR4232,CUST49522
RIDE100824,2024-01-22 01:34:00,2024-01-22,01:34:00,1,Monday,January,Late Night,Weekday,Pune,17.24,43.8,Premium,150,1.2,725.16,42.06,23.62,Long (15-30 km),Premium (₹300+),Completed,Wallet,4.0,DR9860,CUST47214
RIDE100825,2024-02-24 02:32:00,2024-02-24,02:32:00,2,Saturday,February,Late Night,Weekend,Chennai,12.24,35.3,Auto,25,1.32,148.73,12.15,20.8,Medium (5-15 km),Medium (₹50-150),Completed,Cash,5.0,DR5238,CUST41632
RIDE100826,2024-03-18 23:27:00,2024-03-18,23:27:00,23,Monday,March,Late Night,Weekday,Delhi,10.41,15.8,Bike,15,1.0,25.0,2.4,39.53,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR9314,CUST56461
RIDE100827,2024-02-01 01:48:00,2024-02-01,01:48:00,1,Thursday,February,Late Night,Weekday,Delhi,12.65,32.2,Premium,150,1.1,531.85,42.04,23.57,Medium (5-15 km),Premium (₹300+),Completed,Cash,4.0,DR4868,CUST86230
RIDE100828,2024-05-24 22:57:00,2024-05-24,22:57:00,22,Friday,May,Night,Weekday,Hyderabad,6.97,20.1,SUV,100,1.1,269.23,38.63,20.81,Medium (5-15 km),High (₹150-300),Completed,Card,5.0,DR3293,CUST59501
RIDE100829,2024-05-13 23:15:00,2024-05-13,23:15:00,23,Monday,May,Late Night,Weekday,Delhi,16.42,46.2,SUV,100,1.2,526.44,32.06,21.32,Long (15-30 km),Premium (₹300+),Completed,Card,4.0,DR2605,CUST29209
RIDE100830,2024-04-18 13:05:00,2024-04-18,13:05:00,13,Thursday,April,Afternoon,Weekday,Delhi,14.94,40.5,Mini,40,1.0,185.08,12.39,22.13,Medium (5-15 km),High (₹150-300),Completed,Cash,4.0,DR2279,CUST58404
RIDE100831,2024-06-22 16:25:00,2024-06-22,16:25:00,16,Saturday,June,Afternoon,Weekend,Kolkata,15.38,30.8,SUV,100,1.2,470.76,30.61,29.96,Long (15-30 km),Premium (₹300+),Completed,UPI,4.0,DR9020,CUST64646
RIDE100832,2024-02-11 04:32:00,2024-02-11,04:32:00,4,Sunday,February,Late Night,Weekend,Bangalore,20.79,47.9,Premium,150,1.32,904.93,43.53,26.04,Long (15-30 km),Premium (₹300+),Completed,Card,5.0,DR2934,CUST37871
RIDE100833,2024-04-26 15:02:00,2024-04-26,15:02:00,15,Friday,April,Afternoon,Weekday,Bangalore,6.59,20.3,Auto,25,1.0,73.18,11.1,19.48,Medium (5-15 km),Medium (₹50-150),Completed,Wallet,5.0,DR7694,CUST24461
RIDE100834,2024-01-31 11:36:00,2024-01-31,11:36:00,11,Wednesday,January,Morning Peak,Weekday,Chennai,6.73,10.4,Mini,40,1.0,97.51,14.49,38.83,Medium (5-15 km),Medium (₹50-150),Completed,Cash,4.0,DR7135,CUST49748
RIDE100835,2024-03-16 15:01:00,2024-03-16,15:01:00,15,Saturday,March,Afternoon,Weekend,Bangalore,11.72,35.9,Sedan,60,1.2,277.26,23.66,19.59,Medium (5-15 km),High (₹150-300),Completed,Wallet,4.0,DR5644,CUST38256
RIDE100836,2024-02-16 23:31:00,2024-02-16,23:31:00,23,Friday,February,Late Night,Weekday,Mumbai,6.98,15.1,Mini,40,1.2,124.75,17.87,27.74,Medium (5-15 km),Medium (₹50-150),Completed,Wallet,4.0,DR6074,CUST84155
RIDE100837,2024-04-25 10:50:00,2024-04-25,10:50:00,10,Thursday,April,Morning Peak,Weekday,Kolkata,10.07,17.8,Premium,150,2.0,0.0,0.0,33.94,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR3269,CUST76160
RIDE100838,2024-06-11 14:48:00,2024-06-11,14:48:00,14,Tuesday,June,Afternoon,Weekday,Ahmedabad,12.6,34.2,Bike,15,1.0,69.9,5.55,22.11,Medium (5-15 km),Medium (₹50-150),Completed,Wallet,4.0,DR7711,CUST60755
RIDE100839,2024-02-29 12:21:00,2024-02-29,12:21:00,12,Thursday,February,Afternoon,Weekday,Mumbai,6.46,20.3,Bike,15,1.0,50.0,7.74,19.09,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR5544,CUST94661
RIDE100840,2024-01-23 05:45:00,2024-01-23,05:45:00,5,Tuesday,January,Early Morning,Weekday,Mumbai,9.52,26.4,Auto,25,1.2,50.0,5.25,21.64,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR6060,CUST83537
RIDE100841,2024-06-14 03:41:00,2024-06-14,03:41:00,3,Friday,June,Late Night,Weekday,Delhi,23.43,44.0,Sedan,60,1.2,432.36,18.45,31.95,Long (15-30 km),Premium (₹300+),Completed,Card,5.0,DR9548,CUST34824
RIDE100842,2024-05-01 16:57:00,2024-05-01,16:57:00,16,Wednesday,May,Afternoon,Weekday,Mumbai,11.18,18.5,Mini,40,1.0,136.76,12.23,36.26,Medium (5-15 km),Medium (₹50-150),Completed,UPI,5.0,DR5504,CUST36975
RIDE100843,2024-03-03 22:53:00,2024-03-03,22:53:00,22,Sunday,March,Night,Weekend,Ahmedabad,12.49,32.7,Mini,40,1.44,230.59,18.46,22.92,Medium (5-15 km),High (₹150-300),Completed,UPI,4.0,DR1381,CUST54558
RIDE100844,2024-04-21 05:26:00,2024-04-21,05:26:00,5,Sunday,April,Early Morning,Weekend,Mumbai,16.06,32.2,Auto,25,1.2100000000000002,156.63,9.75,29.93,Long (15-30 km),High (₹150-300),Completed,Cash,3.0,DR3755,CUST47401
RIDE100845,2024-02-06 05:16:00,2024-02-06,05:16:00,5,Tuesday,February,Early Morning,Weekday,Delhi,13.81,34.3,Sedan,60,1.1,0.0,0.0,24.16,Medium (5-15 km),Low (≤₹50),No Driver Available,,,DR3772,CUST17721
RIDE100846,2024-06-06 10:11:00,2024-06-06,10:11:00,10,Thursday,June,Morning Peak,Weekday,Mumbai,3.0,5.0,Bike,15,1.0,26.5,8.83,36.0,Short (0-5 km),Low (≤₹50),Completed,Cash,3.0,DR6311,CUST43807
RIDE100847,2024-04-06 03:03:00,2024-04-06,03:03:00,3,Saturday,April,Late Night,Weekend,Hyderabad,10.96,17.3,Sedan,60,1.44,281.59,25.69,38.01,Medium (5-15 km),High (₹150-300),Completed,UPI,4.0,DR2885,CUST45296
RIDE100848,2024-01-16 10:29:00,2024-01-16,10:29:00,10,Tuesday,January,Morning Peak,Weekday,Kolkata,17.47,36.6,Mini,40,1.5,298.33,17.08,28.64,Long (15-30 km),High (₹150-300),Completed,UPI,5.0,DR1305,CUST45279
RIDE100849,2024-05-21 18:43:00,2024-05-21,18:43:00,18,Tuesday,May,Evening Peak,Weekday,Delhi,2.21,7.7,Sedan,60,1.8,168.57,76.28,17.22,Short (0-5 km),High (₹150-300),Completed,Cash,5.0,DR8306,CUST20998
RIDE100850,2024-06-11 16:13:00,2024-06-11,16:13:00,16,Tuesday,June,Afternoon,Weekday,Bangalore,19.54,53.5,SUV,100,1.0,500.1,25.59,21.91,Long (15-30 km),Premium (₹300+),Completed,Cash,4.0,DR7942,CUST82764
RIDE100851,2024-04-25 01:00:00,2024-04-25,01:00:00,1,Thursday,April,Late Night,Weekday,Ahmedabad,9.89,18.0,Auto,25,1.1,96.74,9.78,32.97,Medium (5-15 km),Medium (₹50-150),Completed,Cash,2.0,DR8900,CUST45822
RIDE100852,2024-06-02 08:53:00,2024-06-02,08:53:00,8,Sunday,June,Morning Peak,Weekend,Kolkata,14.99,33.0,SUV,100,2.0,781.7,52.15,27.25,Medium (5-15 km),Premium (₹300+),Completed,UPI,2.0,DR9750,CUST83804
RIDE100853,2024-01-18 09:05:00,2024-01-18,09:05:00,9,Thursday,January,Morning Peak,Weekday,Kolkata,12.86,33.9,Bike,15,1.0,50.0,3.89,22.76,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR5578,CUST66618
